0,1,2,3,4,5,6,7
PXMP4,B4GALT4,RNASEH2B,TMEM205,PAXIP1-AS1,PEX19,ANKRD54,FEM1B
TMEM140,TRIP11,DDI2,VTI1B,CBX5,ITSN2,FCGR2A,BAG5
RFXANK,SHARPIN,ANKAR,LRIG2,KDM3B,RCE1,ZNF628,SLC35A2
GFER,ABHD12,CTBP2,MRE11A,UBIAD1,ELP5,CCDC115,ALKBH4
TMEM251,ARIH2OS,MVB12A,NUP54,RBBP6,CTC-444N24.11,SPARC,DEDD
RP1-315G1.3,GP9,LINC01003,KIAA1429,STK11IP,PAICS,AGO4,TOP1MT
C1orf198,MINA,BET1,CISD1,TMEM91,KIFC3,RP11-554J4.1,NDUFS1
MRPS12,EGFL7,SH3GLB1,NKAP,TRIM23,CCDC174,SH3GLB1,ANAPC4
TRMT61A,ANKHD1,GLB1,PIGF,MRPL21,RAB9A,ABT1,SIRT6
NDUFA10,RAD23A,CEPT1,DUS3L,BACH1,UBE2K,ARF6,USP7
BAG5,FZD3,UBIAD1,EVA1B,CWC15,HBEGF,RP4-612B15.3,TRUB2
IFI44,TFAM,CBX5,ANKHD1,RP11-87C12.2,MESDC2,CITED4,ST3GAL2
GGA3,LRRIQ3,FAM210B,SARS,UBAC2,ARHGAP24,ARSG,SEPT11
ZNF718,DNAJC10,SMIM7,SPARC,POLD2,PRMT2,GOSR2,SCAPER
GRSF1,ESAM,RIC3,NELFB,BRAT1,RFC2,VTI1B,ARHGAP24
PVALB,HBP1,SSBP3,BTN3A1,PLEKHB2,SETD1B,SMCHD1,SSBP3
MVB12A,7SK-2,SNX20,PEX19,RGS1,EVA1B,ARID4A,CTD-2006K23.1
CAPZB,ZNF841,DOHH,TMEM14C,UTP6,F13A1,PRNP,SAMD4B
NFIC,ARG2,ST7L,ATP6V0E1,RCHY1,RP5-827C21.4,NBR1,TRIP11
TMED5,ZNF256,PCMT1,TRPV2,ORC2,KLHL24,PRR5L,ATP6V1C1
RAB38,EMG1,ZNF593,HAGH,ARPP19,CCDC91,TM7SF3,STAU2
NDUFC2,RABEP2,NR2C1,MRPS23,PGRMC2,TMEM87A,TKTL1,CRTC2
CHI3L2,RBM25,ZNF615,LYRM2,STT3A,POLR2K,STX11,PCNX
PPP2R3C,HMBOX1,NEIL1,C12orf10,C16orf80,PPP2R1B,SNAPIN,GRAP
TMEM55A,DIS3,SURF1,DHRS4,EIF2AK4,SIRT1,HCFC2,IFFO1
CTNNAL1,ZNF528,AC092295.7,ARPC5L,FH,FOPNL,ATP6V1D,CAPN12
CTD-3214H19.4,SAAL1,BABAM1,THOC7,GZMK,PQBP1,ATP10D,ANTXR2
TRAPPC3,MPC2,RNF181,TAL1,PDE6B,RBM26-AS1,LIX1L,HELQ
DMPK,RALY,EXOC6,PLEKHB2,MLEC,DDX46,RELB,RNF168
ADIPOR2,ATP5A1,CAMK1D,RIT1,ARID4A,BLZF1,RP11-139H15.1,NME6
ATP9A,ZFYVE28,APH1B,DNTTIP1,REEP3,HDDC3,COL6A2,RP11-727F15.9
ENKUR,ZNF195,ARMCX5,RPS19BP1,BLOC1S1,MYCBP2,NT5C3A,ABHD12
AC113189.5,SMDT1,INIP,DENND6A,ARF4,DLST,RP11-792A8.4,WDR37
LINC00957,SMC2,CITED4,CELF1,MAGEH1,PJA1,NKTR,FAM63B
TRIM8,DISP1,DNAJC10,RAB21,POMT1,TMED4,FHL1,ADAP2
CHMP4A,SLC50A1,DDT,SPRTN,RFC1,SLC27A1,RP11-349A22.5,MAP3K7
CCDC115,STX4,FH,ATP6V1D,USP36,TMEM91,TLE4,IER3
CR1,TRUB2,PRKCB,AC093323.3,TMEM60,TINF2,SREBF1,IFI27
RP11-792A8.4,RAB11B,TBCB,GALT,EIF1AY,SDHAF2,APOBEC3B,PKN2
KLF13,CASC3,BBX,TMEM138,CASP4,STAMBP,KIF3A,ATG4C
CDK16,NME6,GBP4,CD163,C12orf10,KIF3A,RIOK1,CITED4
HIST1H2BJ,RP11-428G5.5,PDCD2L,GOLT1B,FKBP5,RAD51B,CCDC66,PUM1
TNFSF12,RAD51B,LPGAT1,SEC14L5,EOGT,TTC1,DRAM2,FBXO4
WARS2,SPIN1,RP11-532F6.3,PRDX4,TSPAN15,CTNNB1,CEP164,NFAT5
RHEBL1,RPUSD3,TMEM251,ZNF276,RASGRP2,SIAH2,TMED4,RABL2B
RP11-545I5.3,STAU2,C16orf52,CASC3,TTC3,CTNND1,PCYT1A,XCL1
SETX,FLJ00104,PQBP1,LIN52,CPNE5,ZNF468,FEM1A,RP11-589C21.6
BLCAP,SNW1,SAMD4B,TMEM242,FCER1A,ATPAF1,LINC01003,GOT2
AC137932.6,MRS2,ASXL2,MKKS,CAMK2G,RP11-400F19.6,GZMH,FOSL2
KIAA0040,AC113189.5,VTI1A,ARSG,DNTTIP1,PNRC1,URGCP,MOCS2
MAF1,TRAPPC12-AS1,NSA2,TMCO1,RP11-70P17.1,GLTP,ZNF333,COLGALT1
ALOX12,ALOX12,ELP5,PRUNE,TGFBRAP1,ILF3-AS1,RBM4,SIN3A
RP11-398C13.6,MED7,PTGES2,TOP2B,RP5-827C21.4,RP11-162G10.5,MADD,MKLN1
TPM2,TAL1,RP11-488C13.5,MESDC2,SAFB2,B4GALT4,RASGRP4,MICU1
YWHAB,DHX8,TAF6L,RP4-684O24.5,ZNF626,CRTC1,CORO1B,AAGAB
RPL39L,RP11-110I1.14,ZNF350,BTN3A2,RPUSD4,MARC1,DEDD,S100B
PELI1,PNRC1,CR1,TLR3,ARHGEF7,GP1BA,ZNF559,KRBOX4
TMEM80,MRM1,BLCAP,RP11-544A12.4,FBXO21,SAMD4B,KPNA1,ADAM28
DMAP1,ZCCHC9,CTC-378H22.1,MRPL21,OAT,TAF6L,MARCH5,DNAJC10
BANP,IFI27,MID1IP1,RP11-247A12.2,ODC1,DNAJA3,PTPRN2,UCK1
STAU1,TBPL1,DNMT3A,OMG,MRPL41,IFFO1,NFIC,INTS12
INVS,STX18,CCT4,MRPL19,C14orf166,STOML2,MALT1,VPS13A
MAP3K7,SIRT1,PRDX4,UBAP2,LARS,FBXO21,BTN3A1,MDP1
CLEC2B,PURA,C16orf58,CCDC3,KLC4,EOGT,FADS1,ICOS
JAGN1,LINC00662,SCGB3A1,SOX13,CEP68,RFNG,SIGLEC14,PGM1
PNPLA8,TSC22D1,DICER1,PLIN5,TNRC18,HERPUD2,ARMCX5,KIAA0125
C1orf186,R3HDM1,YIPF5,DEDD,RNF26,MPHOSPH10,LRCH4,CLIP1
DNAJC2,POMT1,UBE2K,MAP1A,CRTC2,MRPS12,ISOC1,ACTR6
MARCH5,CASC4,SRSF5,FAM209A,PTGES2,EBNA1BP2,BRAT1,EHMT2
INPP5A,SEC14L5,HDLBP,ACVR2B,MFSD1,CAMK1D,ATP6V0E2,DICER1
SAMM50,PGRMC2,ACP1,LINC00959,RWDD4,RWDD4,ZBED5-AS1,ANKRD54
ARMC7,SIAH2,GYS1,SERPINE1,FAM63B,FKBP5,SEPHS2,CHERP
MICU1,ITGA2B,SENCR,DDB2,APH1B,GADD45B,IFFO1,SNX29P2
ZNF468,YIPF5,DAGLB,CLECL1,LRRK2,DNAJB14,HNRNPM,ZNF467
CRELD2,HRASLS,DESI1,ZNF425,TARSL2,ZNF615,USP8,PHF12
GLTP,COMMD10,TRIM69,MEG3,TMEM189,ALG5,RP11-400F19.6,TFAM
OTOF,EOGT,RABL2A,GLS2,RP11-367G6.3,LINC00662,CDK16,JARID2
PLA2G4C,TM7SF3,CWC15,GGA3,HDLBP,HNRNPH3,NAA25,PPIL4
CEPT1,RP4-773N10.4,RABL6,RP11-359I18.5,HDGF,MED9,UBE2K,IGLL5
HEXIM2,DCAF5,RNF26,MEIS1,TBC1D23,EXOSC8,PRR5,AP3M2
ZNF841,RP11-247A12.2,GLTP,GRSF1,LTB4R,MRM1,GPKOW,AKAP8
MTIF3,LILRA4,SREBF1,RBL1-1,LRRC8C,AC005082.12,C1QA,PCGF1
CXCL3,TSSC1,GGA3,LRRC24,FEM1B,KIAA0101,ATG16L1,QSOX1
ARHGDIA,SNX14,WNK1,SPOCD1,SLC2A13,PGM1,LPIN1,GPR56
CNEP1R1,CTD-2541M15.1,PIGF,RPUSD3,IL27RA,ZBTB10,MED9,APOBEC3B
TNS1,CCDC3,KCTD10,LCN2,GOLGB1,TRIP11,FAM98A,METTL3
SPRY1,SOX13,SPEN,RP11-196G11.2,GOLGA1,ORAI1,RP11-66N24.3,RIOK1
ATP5C1,DTX3,S100B,BHLHE40-AS1,SREBF1,ATP10D,TTC3,NFKBIL1
DESI1,MAP1A,MLX,NRN1L,PCNX,FLJ27365,CYTH2,FCRL6
STX4,FRMPD3,STK32C,MARCH2,PELI1,SLBP,KCTD10,CD19
JKAMP,EIF3D,DEDD,WNK1,TMEM219,CES4A,NAPA-AS1,CEP164
DNAJC15,ACVR2B,FAAH,SYTL4,RGL2,SERPINE2,PIGL,IP6K1
ARHGEF7,SERPINE1,ESAM,ILF3,TPM1,ACP1,MTRF1,SPRTN
SLA,CLECL1,TOP1MT,APOBEC3G,DHX34,DUS3L,RP5-887A10.1,XPOT
CLIP1,ZNF425,DPY19L4,GNS,ZNF747,ANTXR2,PPIL4,BOLA1
hsa-mir-1199,MEG3,RTFDC1,RPPH1,CASC4,OBSCN,TRAF3IP3,NFATC1
NKAP,GLS2,BAZ2A,ST7L,KIAA1430,PWP1,DCAF5,MNAT1
PI4KB,IL24,ELOF1,RP11-805J14.5,PIGF,IFT20,CTD-2267D19.2,PRKACA
C19orf33,HIST1H2AC,POLR3K,SCP2,PQBP1,NONO,GPR171,SMARCD1
IDO1,ABI2,REEP3,ARL2,SIVA1,GGNBP2,PLA2G7,ZNF263
TMEM141,WDR55,RAMP1,KCNH3,CNIH4,SLC39A14,UCK1,DIDO1
C9orf69,AC068580.6,MRP63,PRDX3,ASXL2,NARG2,LSM14B,AC093323.3
MRE11A,MEIS1,SLC39A1,CES4A,SIRT6,DMTN,F13A1,THUMPD3
DNAJA1,RBL1-1,SETD1B,DESI1,RNF14,ALOX12,VIPR1,MINA
RP11-110I1.14,C10orf25,SARDH,GPKOW,NABP1,PCDH9,WIBG,C19orf52
C5AR2,KRTAP5-AS1,CDC40,R3HDM1,WNK1,STX4,STK38,SNAP47
MDP1,GLRX3,SAFB2,KIAA0196,ARMCX5,C9orf37,RBM5,TOP2B
TMEM234,SPOCD1,FBXO21,DYNLL2,EIF5B,STRA13,LRRK2,QRICH1
RAB21,RAB12,TMBIM4-1,YIPF3,CNPY3,LTV1,VPS28,FBXO21
ITGB3,LCN2,PDK2,SLA,BAG5,VPS13A,R3HDM2,WDR55
PPIB,HSPB11,GPR183,SLC25A12,MPP6,TOMM40,IFIT1,PIGF
ORMDL2,CTC-260E6.6,MCM3,HBA1,HCFC2,MKKS,ECSIT,UBLCP1
TMEM165,ZNF333,PRPF8,THUMPD3,GOT2,ITGA2B,KRBOX4,DLST
NAA20,SYTL4,NCOR2,TIMMDC1,RP11-421L21.3,IL4I1,RXRA,RGL2
MRPS18A,NCKAP1,PARL,DOCK10,ANKHD1,GNPTAB,GRAP,PRSS23
LGALSL,RP11-490M8.1,RFXANK,GLYCTK,CEPT1,UBXN4,PTPN7,RARA
RP11-211G3.2,ZC3H15,USP33,KIAA1430,PJA1,TAOK2,SCAPER,INIP
ESAM,DERL1,RAB7A,SEPT11,SAT2,C19orf52,TBCK,PAXIP1-AS1
ATP8B3,GBP1,DCP2,MAGEH1,THEM4,NEK8,ZFAND4,ISOC1
SEC14L5,RP11-178L8.7,UQCRC1,PIK3R1,HMGXB4,DYNLL2,TRIM14,RP11-792A8.4
UIMC1,NUDT12,DHX8,DNAJA3,BANP,MCM3,OSCAR,LTB4R
CRIP3,C21orf33,C15orf57,TAF10,DOCK10,YEATS2,GMPR,C12orf45
SUMO3,RP11-159H10.3,PF4,RP11-647K16.1,ATP10D,DDX17,SHOC2,GPATCH4
TMCO1,AL928742.12,KPNA1,CAMK2G,ATXN7L3B,CIAPIN1,NR3C1,AKR1C3
LSM6,RP11-420A6.2,ECHDC1,TMEM234,MMD,RP4-612B15.3,TBC1D23,TARSL2
UBAP2,FBXO7,SLC27A1,CEACAM4,ITSN2,DGKZ,TDG,NARG2
MMP9,NPPA-AS1,AIM2,SMS,DSCR3,CLSTN3,RPS4X,USP36
SHARPIN,ANAPC4,ZFX,RIOK2,YEATS2,LUC7L3,TTC14,USP5
LRRC59,PTPRN2,RP11-18H21.1,FAM210B,DIMT1,CTNNAL1,SMARCD3,THAP2
ZNF263,BOLA1,AATF,SLC39A1,USP20,GYS1,DENND6A,STAMBP
HRASLS,AAR2,PCYT1A,CSNK2B,DNAJA3,SCFD1,ASXL2,RMDN3
RP4-684O24.5,TMEM9B,SLC48A1,ABCC10,ZNF567,CASC4,PPP6C,RCE1
PUM1,CALD1,CA2,CCDC153,PHF3,TMEM205,PEX16,HCCS
RP11-544A12.4,CRELD2,SYVN1,LPIN1,SIAH2,TTC3,ARL4A,CHI3L2
PDZK1IP1,PEMT,EPN1,CIDEB,RNF25,TASP1,WDR45,GPKOW
RCE1,HOOK2,RASD1,MRPS12,TREML1,THYN1,SNHG7,BLNK
CTD-2541M15.1,CCDC163P,EIF3D,ABHD5,PDXDC1,ADAL,RHEBL1,UBA5
CCDC62,SPRTN,NAPA-AS1,GFER,FHL1,POLR2I,OXLD1,MRS2
FRMPD3,RP11-77H9.2,ZNF397,ZNF212,LYRM4,ZNF682,MRPS18A,ATXN7L3B
BEND2,NBR1,GNG11,TNFSF12,BOLA1,TAF1D,R3HDM1,MALAT1
YES1,TMX3,PIGU,AURKC,RP5-1073O3.7,PLEKHA1,USP19,SPIB
RP11-390B4.5,ELOVL4,KIAA0101,TRIM69,CD82,BBX,PPP1R2,BCL2A1
TUBB1,NR2C1,RP5-1073O3.7,PPA2,ANAPC13,TRUB2,MFSD10,NOC4L
SLC2A13,KARS,SNRNP27,ZNF106,RP11-111M22.3,RPPH1,TMED5,RETN
RP11-359I18.5,ZNF175,ATP10D,MTIF3,CRTAP,C16orf54,ITM2A,NR2C2AP
FAXDC2,TRIM16L,LYRM4,PHF3,IDH1,SCAI,SMCO4,CGRRF1
C10orf25,MCM10,GUSB,SEPHS2,PAX5,SEPT11,PGRMC1,UBIAD1
RP11-977G19.12,SLC40A1,ZMAT3,GRPEL1,AP3M2,DEF6,IL8,RABL6
ZNF433,POLDIP2,MRPL21,NCKAP1L,RELB,NF1,AGA,PEX19
SPOCD1,DNMT3A,STK38,RP11-10K16.1,CRTC1,CRELD2,CHN2,ACD
LCN2,NCR1,ZSWIM6,MPV17,MRP63,TMEM138,PYGO2,RIOK2
RP11-196G11.2,ZNF493,ARRDC3,AC010894.5,TMEM80,PSMD14,SMARCC2,RAB34
OAS3,KPNA1,C4orf33,PEMT,SLC48A1,SPIN1,SPSB2,APH1B
BHLHE40-AS1,MTERFD1,HDAC5,WNT5B,MED28,KPNA1,JUND,CASC3
RNF187,HDDC3,LAMTOR5,FOPNL,MRPS33,NOC4L,RP11-421L21.3,SGK1
PLAGL1,NR3C1,NFATC1,RNASE3,RAD23A,THOC7,NSA2,KLHL24
CTD-2012J19.3,ATG4C,CTA-29F11.1,JUND,PSMG2,ATXN1L,LPGAT1,SMARCC2
GZMM,MIS18A,TGOLN2,AAGAB,PRUNE,PYGO2,IDH1,RP11-18H21.1
TMTC2,NT5C3A,ATG4C,ARHGEF4,RARS,PIGL,PTAFR,ACTL6A
RP11-490M8.1,CPNE2,SETX,TDRP,NSA2,GUCD1,RNF125,AP003733.1
SMIM7,RGS14,RNF7,FUS,IGJ,MUM1,IL6,NABP1
SENP2,MYCBP2,MIS18BP1,PPP2R3C,ARAP1,TMEM14C,ORC2,RCHY1
RP11-159H10.3,RP11-647K16.1,TINF2,LNP1,BLCAP,FLJ00104,FAM212A,FBXO25
AL928742.12,CAP1,NKIRAS2,ABCG2,PDIK1L,CCT4,SIK1,CISD1
NPPA-AS1,AC093323.3,SDPR,RP11-141B14.1,ZNF561,RGL2,DCP2,PELI1
MFSD10,TMEM50A,MRPL41,RP4-781K5.2,INTS12,TNFRSF17,RP11-138A9.2,GOSR2
SCIN,C12orf45,VPS25,SAMD14,ATXN3,ZMAT3,KIAA0040,PBRM1
RP11-805J14.5,ARF4,ZNF718,AK4,CYP27A1,HMG20A,UBAC2,HOOK2
USP19,MUM1,NOP58,RPUSD4,CCDC91,FN3KRP,CAMK1D,FCRLA
CALD1,PAX5,NABP1,F2R,MLLT10,CAMK2G,RP5-1073O3.7,LUC7L
RP11-356N1.2,DENND1C,YIPF3,CACNA1C-AS1,ATG4C,NOL11,PGM2L1,ATAD1
FBXO25,FAM43A,LZTS2,RP13-270P17.3,SLC35A2,ATP5SL,YEATS2,ADPRM
AC093642.3,SUOX,GMPPA,CTC-454I21.3,DPH6,POLD2,FCRL2,CCDC66
CMTM5,TMEM14B,GSTZ1,ACRBP,GLB1,MRS2,MTERFD2,CBX5
C1orf86,LYRM4,KCNQ1OT1,CTD-2227I18.1,PLCB2,NELFB,EXOC4,IL23A
ACADM,PPP2R1B,ACTR2,KCNJ14,RNASEH2B,ILF3,ENTPD3-AS1,GNS
C1orf50,CWC27,ARHGAP18,C4orf33,HMG20A,GOLT1B,TRMT61A,PICALM
HOMER2,MAP2K7,CEP68,KLF13,XRRA1,RBM25,ATXN1L,FCGR1A
MCM10,RP13-314C10.5,OXLD1,EFCAB14,GGA2,IL16,HELQ,JKAMP
TGFB1I1,SEC31A,FAM32A,DEXI,ZNF593,RP13-270P17.3,CASC7,PGRMC2
SPTSSB,RCHY1,FERMT3,C15orf26,PARL,OCIAD1,PWP1,PNPLA8
HGD,POLD2,STT3A,C14orf1,CCNG1,PLEKHA3,GGA3,ZNF92
RAB2A,PIGL,TMEM208,RP13-270P17.1,CHN2,MLLT10,C16orf74,TMEM189
STX18,METTL3,MARCH2,USP36,THYN1,CUL4B,CLIP1,NUP54
AC010642.1,URB2,LTV1,GATA2,MCUR1,ECHDC1,UBE3A,SNX14
SYTL2,EXOC4,SF3B5,LIPC,RRS1,ADPRM,C10orf32,PHACTR1
UBE2C,ARHGEF4,HIST1H2BJ,USP20,PEX16,PRKACB,BLZF1,KIAA1430
GLYCTK,EBNA1BP2,TBCK,CTC-444N24.6,YTHDC1,DOCK10,ALKBH4,NKIRAS2
ARG2,FCGR3B,C16orf54,GAS2L1,TBCK,BNIP2,DHX8,SMARCA4
FLOT1,PDXDC1,MFF,AC007879.7,ZNF333,C2orf76,ASB8,USP33
NFKBIL1,RP11-141B14.1,TDG,LINC00174,C1QA,SNRNP35,RARA,VTI1A
RABL6,DGKZ,SKAP2,MOB2,CSRNP1,RP11-367G6.3,C4orf3,CD72
REEP3,TEX12,CLEC1B,C2CD4D,CHD2,HEMK1,SDCCAG8,DNAJB14
PTGDR2,ZMAT3,DNAJC15,SMPDL3A,PRKCB,PRPF8,LAIR1,RELB
RP11-139H15.1,VIL1,HDGF,MLLT6,NOC4L,NDUFAF4,NPRL2,USP8
CXXC1,SAMD14,TPD52L2,STK11IP,SLC19A1,FCGR1A,RABL2B,PRPS2
TAOK3,LAMP3,TMEM55A,SRA1,RPL22L1,MARCH6,ERV3-1,P2RY10
FSTL1,SMARCD1,TRUB2,YWHAB,CTA-29F11.1,ARPP19,ZCCHC11,STX18
REPS2,NEUROD2,ENTPD3-AS1,MT-ATP6,POLR2I,UBE3A,CNEP1R1,HENMT1
TTC8,RBM26-AS1,C16orf13,PHF5A,ST7L,BCDIN3D,RCL1,TAF10
CCDC153,CACNA1C-AS1,LRRC8C,BRWD1,CTD-2267D19.2,EDC3,MDS2,OAT
HCCS,CTD-2227I18.1,PDIA5,ARVCF,ZNF106,SMC2,KLF11,ZCCHC10
RP11-215G15.5,KCNJ14,TADA2A,WHAMM,IFIT1,NPHP3,CEP120,CCDC94
NAT9,ZNF682,DNAJC7,LAMP2,CAT,BTN3A2,ZFX,DNAJA3
TMEM104,ANKRD50,PMF1,GBP4,YWHAG,AC093323.3,GUCD1,TMEM251
PLEKHB2,UIMC1,NFKBIL1,ISOC1,PUM1,EIF5B,IL23A,PLD4
R3HDM2,RP11-932O9.7,LUC7L3,PPIE,IP6K1,ELL,CEP68,PLCB2
CDK19,C15orf26,TMEM14B,CA2,TMEM116,SMARCC2,CGRRF1,CASC4
HELQ,GATA2,ZNF45,RP11-545I5.3,GALK1,YTHDC1,DDX56,MALT1
KLRB1,NEDD4,PHPT1,CCDC124,MALT1,AGO4,PLEKHF1,NIT1
PFDN2,LIPC,GP1BA,ZNF436,NFATC1,GALT,ZNF567,TM7SF3
BNIP2,NT5C,KCNK6,SCN1B,VPS13C,CLYBL,DAGLB,GLB1
LINC00662,RP11-308N19.1,FNBP4,TMEM116,NFE2L2,WHAMM,DEXI,RARS
NCOA4,LINC00174,CMTM5,NARS,RP5-821D11.7,PPIE,SNX29P2,CD37
ZNF404,OSBPL7,MTIF3,CAP1,RARA,TRIM23,FCRL6,HLA-DOB
RRAGC,C2CD4D,CDC16,RP11-1055B8.7,XPOT,EXOC6,KLHL24,STAU1
HSPB11,RP11-378J18.3,CDV3,PVALB,NUMB,ZNF212,RP11-468E2.4,PRKACB
WNT5B,OBSCN,MYL9,ASAP2,POLR3E,SMARCD3,ASGR1,C16orf74
ITPA,UBE3A,MAGEH1,SPG20,PPIL4,CDKN2A,PTGDR,RPS5
RNASE3,ISOC1,TMEM40,RP11-879F14.2,ABHD5,DIDO1,VMAC,MAP2K7
TNFRSF9,PAICS,RABEP2,RP1-266L20.2,MT-ND5,NUDT16L1,CLU,FAM127A
C17orf59,DHX15,SUCLG2,PUM1,DNAJC15,SETD5,TRIM8,CCDC22
RP1-111C20.4,C14orf166,MRS2,GPR55,DAGLB,ARGLU1,CISH,GNPTAB
JAKMIP1,CD2AP,KDM3B,FZD2,SRSF6,SLC35A2,ZFYVE28,PLEKHA3
TDRP,SUV420H2,YWHAG,PSMB6,PFDN2,MAGEH1,SWAP70,SNRNP35
ABCG2,RUNDC1,RP11-349A22.5,SAMD4B,SIK1,ATF7IP2,ZNF688,PITPNA-AS1
RP4-781K5.2,HIST1H2BJ,C2orf88,AC137932.6,MTERFD2,CCL4L1,ACTR6,MLLT10
CKS1B,WDR44,SLC25A14,CCDC69,ZBED5-AS1,KIAA1429,SCPEP1,PACS1
DNASE1L3,PHKG2,ZNF561,SEPT4,ZYX,ERV3-1,FAM210B,GUCD1
AK4,METTL8,RMDN3,DPY19L4,ZNF350,PPP1R2,TMEM222,DCAF5
VTI1B,SDPR,C12orf45,AC004069.2,KARS,ABCC10,RABEP2,MRPL42
RP11-932O9.7,PDCD2L,TAF10,RP1-20N2.6,SAAL1,STAU2,LYAR,PLEKHF1
C4orf33,RP11-493L12.4,MKKS,NUDT16L1,PNRC1,GIMAP4,GLYCTK,BBC3
MLX,SMTN,EIF1B,CRIP2,EXOC4,TPM4,BAZ2A,DDX56
RP11-308N19.1,RP11-545I5.3,RFC5,LY6G5B,MAP3K7CL,ZNF32,SH2D1A,MRPL1
TLE4,PSMC6,CD2AP,IFI35,TAL1,RP11-102N12.3,RIT1,SIK1
TMEM50A,ARHGAP11A,GINM1,C1QC,RP11-110I1.14,KIAA0196,TRIP12,RELT
AC007879.7,TREML1,SPARC,ILF3-AS1,PPT2-EGFL8,MMADHC,TRIM69,HMGCL
RALY,MESDC2,FEM1A,RP11-294J22.6,R3HDM2,RP11-554J4.1,PACS1,SETX
RAB8B,TTC1,ZNF688,CRTAP,CD72,CPNE5,CTC-378H22.1,TCEAL4
STUB1,TRMT61A,NUMB,PLXNA1,SURF1,DNMT3A,HAGH,C18orf21
F11R,PVALB,DDAH2,MRPS33,RP11-211G3.2,UNC45A,CDK19,MVD
PRICKLE1,MVD,TAL1,CTD-3214H19.4,RBM48,LAT2,MGA,TIMM22
WDFY3,ZNF468,RP11-110I1.14,CTD-2302E22.4,MOCS2,FASTKD1,CST7,HMBOX1
MID1IP1,NAA25,PPT2-EGFL8,CNIH4,SEC14L5,COQ7,CTSS,GPR171
EML6,RP11-879F14.2,ARSD,RAB6B,ACOT13,TMX3,SPG20,EXOC4
HDAC5,GPR55,PSMC4,RAB2A,ENTPD3-AS1,MBNL1-AS1,HERPUD2,TMEM80
ST20,SLBP,UTP6,PF4,HRASLS,DIS3,MTERFD1,ADAM10
GPS1,VAPA,PNRC1,ELOVL3,SURF6,MOCS2,RP11-589C21.6,SWAP70
SHOC2,PCNX,ZNF528,WIBG,RP4-684O24.5,EIF2B1,ZNF276,DHX15
SND1,CSNK1A1,PARVB,GBGT1,TLR3,FNBP4,COLGALT1,GLTP
UBB,ARHGAP6,HDAC9,DERL1,NUDT1,SSBP3,KIAA1430,ZNF75A
SPATA6,ARMC7,LSM14B,NFIC,RP11-544A12.4,ARL16,NARG2,PI4KB
WDYHV1,C6orf25,RP11-211G3.2,MFSD10,RP4-773N10.4,ACD,RPUSD2,NOL11
PCMT1,ATP9A,SEC14L5,DIMT1,RP11-247A12.2,ANKRD27,ZNF836,HMGXB4
TCL1B,RP1-20N2.6,SUMO3,KIF3C,OMG,GPKOW,AKR1C3,ELP6
IFIT1,CDC40,MDP1,TLE4,SRSF5,PCNX,KDM3B,SHOC2
ZNF436,RP11-502I4.3,RP11-554J4.1,RP11-139H15.1,CCDC3,RP11-428G5.5,PKIG,BRWD1
SCN1B,SNX29P2,PLAGL1,MGMT,SOX13,CHD2,CPNE2,XCL2
CPQ,PIGU,SAT2,SLBP,PLIN5,CECR5,PEMT,LIX1L
RP11-1055B8.7,PLXNA1,FXN,DICER1,CCDC62,ING5,TBPL1,CAMK1D
RPL22L1,ZBTB10,NAT9,RNF14,MAP1A,N4BP2L1,RWDD4,COMMD10
DAGLB,TTPAL,HRASLS,PRDX1,FRMPD3,LIX1L,CEP85L,C7orf26
ACBD3,KDM4A-AS1,ARRB2,CTNND1,FAM209A,CBX5,CCDC174,PRKD2
ASAP2,ZNF45,UBE2D1,C9orf37,ACVR2B,POLR3E,ARL16,SPG7
RP11-879F14.2,FCGBP,CSNK1A1,LINC00984,BEND2,DNAJC10,CTNNB1,SCGB3A1
FZD2,RAB6B,NR3C1,NPRL2,UBE2Q1,FNTA,CNIH4,GALK1
GOLGA1,MLLT11,SIRT1,REXO2,LINC00959,TIMM10B,SLC25A12,OSCAR
ARHGAP6,RP11-408A13.4,RP4-684O24.5,THYN1,SERPINE1,EIF3D,HMG20A,RXRA
PITPNM1,DNAJC27,TMEM60,TBCB,CLECL1,DCAF5,SLC40A1,NPRL2
ABHD5,ARL16,ZBED5-AS1,RSPH9,ZNF425,ST3GAL2,FOPNL,C16orf54
OTUB1,C1orf186,TLR3,DMTN,CDK19,USP8,WDR37,SNHG12
SEPT4,HDAC2,PYGO2,RP1-28O10.1,MEG3,C17orf59,IP6K1,MCM3
MRVI1-AS1,DMPK,RP4-773N10.4,LMAN2,GLS2,XRRA1,LYRM2,RFC1
PPT1,CBX5,RP11-247A12.2,UBE2Q1,AC068580.6,RGS14,XRRA1,P2RX5
STK11IP,MTRF1,CCT7,TTC30A,RP11-359I18.5,MTRF1,TNFRSF13C,PIGX
AC004069.2,PPIE,DYNLT1,CTD-2537I9.12,MEIS1,ARL2,SENP2,UBE3A
ALKBH4,TRIM23,OMG,ITGB3,PPP6C,FBXO33,ADPRM,MVB12A
CLIP2,STX16,CTD-2541M15.1,DCAF5,POLR3K,WARS2,PCNX,RAB8B
ACADVL,SNAP47,PLIN5,MMP9,RBL1-1,TMEM116,RGS14,S100A12
COMMD4,RPL7L1,CCDC62,PCMT1,C10orf25,GPATCH4,ARIH2OS,TRIM14
